CODE_CIRCONSCRIPTION;NOM_CIRCONSCRIPTION;NUMERO_CANDIDAT;SEXE_CANDIDAT;NOM_CANDIDAT;PRENOM_CANDIDAT;COLONNE_TRI;TYPE_CANDIDAT;ABREVIATION_PARTI;NOM_PARTI;DEPUTE_SORTANT;SEXE_AGENT_OFF;NOM_AGENT_OFF;PRENOM_AGENT_OFF;DATE
559;Chapleau;559;M;Pelletier;Carl;PELLETIERCARL;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
559;Chapleau;151;M;Soublière;Pierre;SOUBLIEREPIERRE;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
619;Charlesbourg;355;M;Blais;François;BLAISFRANCOIS;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Gilbert;Donald L.;2014-03-22 20:00:01
619;Charlesbourg;819;M;Cyr;Guillaume ;CYRGUILLAUME;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
619;Charlesbourg;197;F;Domingue;Marie Céline;DOMINGUEMARIECELINE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
619;Charlesbourg;848;M;Fiset;Sylvain;FISETSYLVAIN;CPA;P.N.;Parti nul;N;M;Samson;Martin;2014-03-22 20:00:01
619;Charlesbourg;570;M;Fournier;Normand;FOURNIERNORMAND;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
619;Charlesbourg;84;M;Jovanovic;Milan;JOVANOVICMILAN;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
619;Charlesbourg;659;M;Lachance;Daniel;LACHANCEDANIEL;CPA;P.U.N.;Parti unité nationale;N;F;Gauthier;Lisette;2014-03-22 20:00:01
619;Charlesbourg;231;F;Payette;Dominique;PAYETTEDOMINIQUE;CPA;P.Q.;Parti québécois;N;M;Maheu;Éric;2014-03-22 20:00:01
619;Charlesbourg;600;F;Trudel;Denise;TRUDELDENISE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;O;F;Savard;Nicole;2014-03-22 20:00:01
679;Charlevoix-Côte-de-Beaupré;759;M;Bernard;Jean-Yves;BERNARDJEANYVES;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
679;Charlevoix-Côte-de-Beaupré;642;M;Latrémouille;Ian;LATREMOUILLEIAN;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
679;Charlevoix-Côte-de-Beaupré;223;F;Marois;Pauline;MAROISPAULINE;CPA;P.Q.;Parti québécois;O;M;Grégoire;Pierre;2014-03-22 20:00:01
679;Charlevoix-Côte-de-Beaupré;377;F;Mélançon;Chantal;MELANCONCHANTAL;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
679;Charlevoix-Côte-de-Beaupré;271;F;Simard;Caroline;SIMARDCAROLINE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Thomassin;Philippe;2014-03-22 20:00:01
679;Charlevoix-Côte-de-Beaupré;839;M;Thériault;François;THERIAULTFRANCOIS;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
173;Châteauguay;665;M;Chalhoub;Claude;CHALHOUBCLAUDE;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
173;Châteauguay;651;F;Cloutier;Claudia;CLOUTIERCLAUDIA;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
173;Châteauguay;718;M;-Laberge;Xavier P.;LABERGEXAVIERP;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
173;Châteauguay;577;M;Mailly;François;MAILLYFRANCOIS;CPA;U.C.Q./Q.C.U.;Union citoyenne du Québec / Québec Citizens' Union;N;M;Clermont;Kevin;2014-03-22 20:00:01
173;Châteauguay;852;M;Masse;Vincent;MASSEVINCENT;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
173;Châteauguay;201;M;Moreau;Pierre;MOREAUPIERRE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Lessard;Jean-Robert;2014-03-22 20:00:01
173;Châteauguay;124;M;Pilon;Laurent;PILONLAURENT;CPA;P.Q.;Parti québécois;N;M;Thibert;Paul-André;2014-03-22 20:00:01
173;Châteauguay;315;F;Sullivan;Linda;SULLIVANLINDA;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
613;Chauveau;527;M;Bernheim;Jean Claude;BERNHEIMJEANCLAUDE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
613;Chauveau;817;M;Chartier;Bernard;CHARTIERBERNARD;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Drouin;Bernard;2014-03-22 20:00:01
613;Chauveau;150;M;Deltell;Gérard;DELTELLGERARD;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;O;F;Savard;Nicole;2014-03-22 20:00:01
613;Chauveau;923;F;Leblanc;Sophie;LEBLANCSOPHIE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
613;Chauveau;696;F;Plamondon;Julie;PLAMONDONJULIE;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc ;2014-03-22 20:00:01
613;Chauveau;396;M;Robitaille;Christian;ROBITAILLECHRISTIAN;CPA;P.Q.;Parti québécois;N;M;Anctil;Conrad;2014-03-22 20:00:01
763;Chicoutimi;258;M;Bédard;Stéphane;BEDARDSTEPHANE;CPA;P.Q.;Parti québécois;O;M;Boucher;Réjean;2014-03-22 20:00:01
763;Chicoutimi;924;M;Doyon;Jean-Francois;DOYONJEANFRANCOIS;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
763;Chicoutimi;708;M;Godin;Réjean;GODINREJEAN;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
763;Chicoutimi;737;M;Gosselin;Philippe;GOSSELINPHILIPPE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
763;Chicoutimi;765;M;Mallette;Michel;MALLETTEMICHEL;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Grimard;Gilbert;2014-03-22 20:00:01
763;Chicoutimi;929;M;Pettersen;Marc;PETTERSENMARC;CIA;;;N;F;Verreault;Diane;2014-03-22 20:00:01
441;Chomedey;399;M;Cooke;Jean;COOKEJEAN;CPA;P.Q.;Parti québécois;N;F;Bourget;Roxane;2014-03-22 20:00:01
441;Chomedey;327;F;Dejoie;Carlie;DEJOIECARLIE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
441;Chomedey;824;M;Edge;Brendan;EDGEBRENDAN;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
441;Chomedey;603;F;Gagnon;Emily;GAGNONEMILY;CPA;B.P.;Bloc pot;N;M;Proulx;Frédéric;2014-03-22 20:00:01
441;Chomedey;159;M;Ouellette;Guy;OUELLETTEGUY;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Hayes;Robert;2014-03-22 20:00:01
441;Chomedey;685;F;Rhéaume;Lise-Anne;RHEAUMELISEANNE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
441;Chomedey;709;M;Simard;Patrick;SIMARDPATRICK;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
659;Chutes-de-la-Chaudière;331;M;Bolduc;Olivier;BOLDUCOLIVIER;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
659;Chutes-de-la-Chaudière;110;M;Cloutier;Benoit;CLOUTIERBENOIT;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
659;Chutes-de-la-Chaudière;800;M;Gagné;Dave;GAGNEDAVE;CPA;P.S.P.;Parti des sans parti;N;M;Gauthier;Richard;2014-03-22 20:00:01
659;Chutes-de-la-Chaudière;744;M;Lévesque-Morin;Alexis;LEVESQUEMORINALEXIS;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
659;Chutes-de-la-Chaudière;200;F;Paré;Catherine;PARECATHERINE;CPA;P.Q.;Parti québécois;N;F;Bernard;Linda;2014-03-22 20:00:01
659;Chutes-de-la-Chaudière;202;M;Picard;Marc;PICARDMARC;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;O;F;Savard;Nicole;2014-03-22 20:00:01
659;Chutes-de-la-Chaudière;307;M;Vaillancourt;Ghyslain;VAILLANCOURTGHYSLAIN;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Savard;Patrick;2014-03-22 20:00:01
683;Côte-du-Sud;809;M;Blais;Renaud;BLAISRENAUD;CPA;P.N.;Parti nul;N;F;C. Bonneau;Eugénie;2014-03-22 20:00:01
683;Côte-du-Sud;626;F;Caron;Mireille;CARONMIREILLE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
683;Côte-du-Sud;625;M;Côté;Simon;COTESIMON;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
683;Côte-du-Sud;815;M;Leblanc-Lavoie;Joël;LEBLANCLAVOIEJOEL;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
683;Côte-du-Sud;624;M;Mercier;Gaétan;MERCIERGAETAN;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
683;Côte-du-Sud;433;M;Morin;Norbert;MORINNORBERT;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Cloutier;Camil;2014-03-22 20:00:01
683;Côte-du-Sud;767;M;Simard;André;SIMARDANDRE;CPA;P.Q.;Parti québécois;N;M;Boivin;Michel;2014-03-22 20:00:01
433;Crémazie;564;M;Bessette;Sylvain;BESSETTESYLVAIN;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
433;Crémazie;149;F;De Courcy;Diane;DECOURCYDIANE;CPA;P.Q.;Parti québécois;O;M;De Courcy;Richard;2014-03-22 20:00:01
433;Crémazie;141;M;Frappier;André;FRAPPIERANDRE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
433;Crémazie;927;F;Ladouceur-Despins;Gabrielle;LADOUCEURDESPINSGABRIELLE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
433;Crémazie;346;F;Leurent-Bonnevie;Virginia;LEURENTBONNEVIEVIRGINIA;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;Mc Murray;Ken;2014-03-22 20:00:01
433;Crémazie;512;F;Montpetit;Marie;MONTPETITMARIE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Simon;Martin;2014-03-22 20:00:01
403;D'Arcy-McGee;452;M;Birnbaum;David;BIRNBAUMDAVID;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;F;Rosa;Angela;2014-03-22 20:00:01
403;D'Arcy-McGee;373;F;Dufresne;Suzanne;DUFRESNESUZANNE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
403;D'Arcy-McGee;283;F;Pion;Eliane;PIONELIANE;CPA;P.Q.;Parti québécois;N;F;Amiaud;Claire;2014-03-22 20:00:01
403;D'Arcy-McGee;794;F;Smart;Elizabeth;SMARTELIZABETH;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
403;D'Arcy-McGee;108;M;Weizfeld;Abraham;WEIZFELDABRAHAM;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
483;Deux-Montagnes;638;M;Cameron;Duncan Hart;CAMERONDUNCANHART;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
483;Deux-Montagnes;907;M;Cauchon;Louis-Félix;CAUCHONLOUISFELIX;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain ;2014-03-22 20:00:01
483;Deux-Montagnes;666;M;Charette;Benoit;CHARETTEBENOIT;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
483;Deux-Montagnes;221;M;Goyer;Daniel;GOYERDANIEL;CPA;P.Q.;Parti québécois;O;M;Lalonde;Germain;2014-03-22 20:00:01
483;Deux-Montagnes;344;M;Leclerc;Luc;LECLERCLUC;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Pellerin;Damien;2014-03-22 20:00:01
483;Deux-Montagnes;645;M;Ware;Alec;WAREALEC;CPA;P.Éq.;Parti équitable;N;M;Robitaille;Dominique;2014-03-22 20:00:01
273;Drummond-Bois-Francs;872;M;Bélanger;Frédéric;BELANGERFREDERIC;CPA;P.N.;Parti nul;N;F;Roy;Martine;2014-03-22 20:00:01
273;Drummond-Bois-Francs;741;F;Chabot;Isabelle;CHABOTISABELLE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Villeneuve;Normand;2014-03-22 20:00:01
273;Drummond-Bois-Francs;193;M;Lebel;Daniel;LEBELDANIEL;CPA;P.Q.;Parti québécois;N;F;René;Louise;2014-03-22 20:00:01
273;Drummond-Bois-Francs;714;M;Phénix;Alexandre;PHENIXALEXANDRE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
273;Drummond-Bois-Francs;158;M;Picard;François;PICARDFRANCOIS;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
273;Drummond-Bois-Francs;606;M;Schneeberger;Sébastien;SCHNEEBERGERSEBASTIEN;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;O;F;Savard;Nicole;2014-03-22 20:00:01
273;Drummond-Bois-Francs;607;M;Soulard;Francis;SOULARDFRANCIS;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
759;Dubuc;702;F;Belva;Ariane;BELVAARIANE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
759;Dubuc;700;F;Chrétien-Pineault;Marie-Lise;CHRETIENPINEAULTMARIELISE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
759;Dubuc;703;M;Claveau;Jean-Marie;CLAVEAUJEANMARIE;CPA;P.Q.;Parti québécois;O;M;Bergeron;Réjean;2014-03-22 20:00:01
759;Dubuc;704;F;Emond;Claudie;EMONDCLAUDIE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
759;Dubuc;423;M;Simard;Serge;SIMARDSERGE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Dufour;Hugues;2014-03-22 20:00:01
759;Dubuc;717;M;Tremblay;Pascal;TREMBLAYPASCAL;CIA;;;N;F;Tremblay;Hélène;2014-03-22 20:00:01
745;Duplessis;166;M;Gélineau;Jacques;GELINEAUJACQUES;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
745;Duplessis;148;F;Méthot;Laurence;METHOTLAURENCE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Morency;Gilbert;2014-03-22 20:00:01
745;Duplessis;834;F;Pinard;Christine;PINARDCHRISTINE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
745;Duplessis;360;F;Richard;Lorraine;RICHARDLORRAINE;CPA;P.Q.;Parti québécois;O;M;Landry;Georges;2014-03-22 20:00:01
745;Duplessis;772;M;Rivard;Yan;RIVARDYAN;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
443;Fabre;867;F;Des Rochers-Lamarche;Marie-Claire;DESROCHERSLAMARCHEMARIECLAIRE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
443;Fabre;398;M;Ouimet;Gilles;OUIMETGILLES;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Migneault;Pier-Olivier;2014-03-22 20:00:01
443;Fabre;849;M;Paré;Bernard;PAREBERNARD;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
443;Fabre;136;M;Rocque;François-Gycelain;ROCQUEFRANCOISGYCELAIN;CPA;P.Q.;Parti québécois;N;M;Dansereau;Norman;2014-03-22 20:00:01
443;Fabre;687;M;Skeete;Christopher;SKEETECHRISTOPHER;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
731;Gaspé;539;F;Beau-Ferron;Catherine;BEAUFERRONCATHERINE;CPA;P.N.;Parti nul;N;F;Dubé;Marie-Anne;2014-03-22 20:00:01
731;Gaspé;478;M;Blanchard;Yvan;BLANCHARDYVAN;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
731;Gaspé;886;M;Deroy;Frédérick;DEROYFREDERICK;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain ;2014-03-22 20:00:01
731;Gaspé;576;M;Leboeuf;Daniel;LEBOEUFDANIEL;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
731;Gaspé;256;M;Lelièvre;Gaétan;LELIEVREGAETAN;CPA;P.Q.;Parti québécois;O;M;Adams;Richard;2014-03-22 20:00:01
731;Gaspé;504;M;Rioux;Christian;RIOUXCHRISTIAN;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
731;Gaspé;636;F;St-Onge;Annie;SAINTONGEANNIE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Dumaresq;Oneil;2014-03-22 20:00:01
557;Gatineau;750;M;Deschênes;Alexandre;DESCHENESALEXANDRE;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
557;Gatineau;646;M;Harvey;Alexis;HARVEYALEXIS;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
557;Gatineau;609;M;Paradis;André;PARADISANDRE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
557;Gatineau;628;M;Sarault;Cédric;SARAULTCEDRIC;CPA;P.Q.;Parti québécois;N;M;Germain;Jean-François;2014-03-22 20:00:01
557;Gatineau;879;M;Vaive;Marcel;VAIVEMARCEL;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
557;Gatineau;342;F;Vallée;Stéphanie;VALLEESTEPHANIE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Branchaud;Joël;2014-03-22 20:00:01
381;Gouin;735;F;Auguste-Constant;Cheraquie;AUGUSTECONSTANTCHERAQUIE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Ouellet;André F;2014-03-22 20:00:01
381;Gouin;760;M;Boulanger;Marc;BOULANGERMARC;CPA;P.N.;Parti nul;N;M;Favron;Jean-Louis;2014-03-22 20:00:01
381;Gouin;793;F;David;Françoise;DAVIDFRANCOISE;CPA;Q.S.;Québec solidaire;O;M;Tremblay;Alain;2014-03-22 20:00:01
381;Gouin;734;M;Franche;Paul;FRANCHEPAUL;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
381;Gouin;729;M;Lacelle;Olivier;LACELLEOLIVIER;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
381;Gouin;393;F;Mailloux;Louise;MAILLOUXLOUISE;CPA;P.Q.;Parti québécois;N;M;Côté-Martine;Philippe;2014-03-22 20:00:01
133;Granby;615;M;Beaudoin;Jocelyn;BEAUDOINJOCELYN;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
133;Granby;222;M;Beauregard;André;BEAUREGARDANDRE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
133;Granby;261;M;Bonnardel;François;BONNARDELFRANCOIS;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;O;F;Savard;Nicole;2014-03-22 20:00:01
133;Granby;835;M;Deschamps;Stéphane;DESCHAMPSSTEPHANE;CPA;P.N.;Parti nul;N;F;Sauvé Villemure;Audrey;2014-03-22 20:00:01
133;Granby;495;F;Lalumière;Joanne;LALUMIEREJOANNE;CPA;P.Q.;Parti québécois;N;M;Bonin;Pierre-Alex;2014-03-22 20:00:01
133;Granby;461;M;Proulx;Pascal;PROULXPASCAL;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;F;Bourgeois;Brigitte ;2014-03-22 20:00:01
481;Groulx;925;M;Davis;Jonathan;DAVISJONATHAN;CPA;P.N.;Parti nul;N;M;Harvey Cloutier;Francis;2014-03-22 20:00:01
481;Groulx;211;F;Desjardins;Martine;DESJARDINSMARTINE;CPA;P.Q.;Parti québécois;N;F;Céré;Joanne;2014-03-22 20:00:01
481;Groulx;788;F;Emard;Vicki;EMARDVICKI;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;F;Ouimet;Lise;2014-03-22 20:00:01
481;Groulx;301;F;Giguère;Sylvie;GIGUERESYLVIE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
481;Groulx;330;M;Marginean;Alain;MARGINEANALAIN;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
481;Groulx;334;M;Surprenant;Claude;SURPRENANTCLAUDE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
387;Hochelaga-Maisonneuve;808;M;Canning;Justin;CANNINGJUSTIN;CPA;P.N.;Parti nul;N;M;Villeneuve;Julien;2014-03-22 20:00:01
387;Hochelaga-Maisonneuve;210;F;Dandenault;Christine;DANDENAULTCHRISTINE;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
387;Hochelaga-Maisonneuve;140;M;Leduc;Alexandre;LEDUCALEXANDRE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
387;Hochelaga-Maisonneuve;206;M;Lewis-Richmond;Malcolm;LEWISRICHMONDMALCOLM;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
387;Hochelaga-Maisonneuve;518;M;Mallette;Etienne;MALLETTEETIENNE;CPA;B.P.;Bloc pot;N;M;Proulx;Frédéric;2014-03-22 20:00:01
387;Hochelaga-Maisonneuve;826;M;Marchand;Simon;MARCHANDSIMON;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
387;Hochelaga-Maisonneuve;266;F;Poirier;Carole;POIRIERCAROLE;CPA;P.Q.;Parti québécois;O;M;Cairo;Michel;2014-03-22 20:00:01
387;Hochelaga-Maisonneuve;713;M;Provencher;David;PROVENCHERDAVID;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;F;Ip;Megan;2014-03-22 20:00:01
387;Hochelaga-Maisonneuve;614;M;Walsh;Brendan;WALSHBRENDAN;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
561;Hull;91;M;Aubé;Gilles;AUBEGILLES;CPA;P.Q.;Parti québécois;N;M;Taylor;Bernard;2014-03-22 20:00:01
561;Hull;571;M;Citegetse;Jean Bosco;CITEGETSEJEANBOSCO;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole ;2014-03-22 20:00:01
561;Hull;474;F;Gaudreault;Maryse;GAUDREAULTMARYSE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Bernier;Roch;2014-03-22 20:00:01
561;Hull;515;M;Girard Bernier;Gabriel;GIRARDBERNIERGABRIEL;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian ;2014-03-22 20:00:01
561;Hull;833;M;Harb;Eid;HARBEID;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
561;Hull;435;M;Renaud;Benoit;RENAUDBENOIT;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
149;Huntingdon;196;M;Billette;Stéphane;BILLETTESTEPHANE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;F;Himbeault-Greig;Madeleine;2014-03-22 20:00:01
