CODE_CIRCONSCRIPTION;NOM_CIRCONSCRIPTION;NUMERO_CANDIDAT;SEXE_CANDIDAT;NOM_CANDIDAT;PRENOM_CANDIDAT;COLONNE_TRI;TYPE_CANDIDAT;ABREVIATION_PARTI;NOM_PARTI;DEPUTE_SORTANT;SEXE_AGENT_OFF;NOM_AGENT_OFF;PRENOM_AGENT_OFF;DATE
289;Lotbinière-Frontenac;868;M;de la Sablonnière;Luc;DELASABLONNIERELUC;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
289;Lotbinière-Frontenac;469;F;Grégoire-Gauthier;Annie;GREGOIREGAUTHIERANNIE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
289;Lotbinière-Frontenac;785;M;Leblanc;Rodrigue;LEBLANCRODRIGUE;CIA;;;N;M;Larochelle;Frédéric;2014-03-22 20:00:01
289;Lotbinière-Frontenac;386;M;Lessard;Laurent;LESSARDLAURENT;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Gosselin;François;2014-03-22 20:00:01
289;Lotbinière-Frontenac;106;M;Mathieu;Kaven;MATHIEUKAVEN;CPA;P.Q.;Parti québécois;N;M;Fortier;Michel;2014-03-22 20:00:01
289;Lotbinière-Frontenac;669;M;Rancourt;Sylvain;RANCOURTSYLVAIN;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
653;Louis-Hébert;353;M;Asselin;Mario;ASSELINMARIO;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
653;Louis-Hébert;89;M;Bergeron;Dany;BERGERONDANY;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
653;Louis-Hébert;593;M;Côté;Patrick;COTEPATRICK;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
653;Louis-Hébert;228;M;Dallaire;Patrice;DALLAIREPATRICE;CPA;P.Q.;Parti québécois;N;M;Tremblay;Michel;2014-03-22 20:00:01
653;Louis-Hébert;363;M;Hamad;Sam;HAMADSAM;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;F;Leblanc;Steeve;2014-03-22 20:00:01
653;Louis-Hébert;361;M;Minville;Pascal;MINVILLEPASCAL;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
399;Marguerite-Bourgeoys;710;M;Bouchaala;Zoubir;BOUCHAALAZOUBIR;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
399;Marguerite-Bourgeoys;832;F;Drouin;Myriam;DROUINMYRIAM;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
399;Marguerite-Bourgeoys;820;M;Emond;Alexandre;EMONDALEXANDRE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
399;Marguerite-Bourgeoys;525;M;Leboeuf-McGregor;Richard;LEBOEUFMCGREGORRICHARD;CPA;P.Q.;Parti québécois;N;M;Gravel;Jean-Sébastien;2014-03-22 20:00:01
399;Marguerite-Bourgeoys;550;M;Poeti;Robert;POETIROBERT;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;F;Petit;Nathalie;2014-03-22 20:00:01
399;Marguerite-Bourgeoys;573;F;Stevenson;Stéphanie;STEVENSONSTEPHANIE;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
213;Marie-Victorin;251;M;Chénier;Pierre;CHENIERPIERRE;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
213;Marie-Victorin;143;M;Drainville;Bernard;DRAINVILLEBERNARD;CPA;P.Q.;Parti québécois;O;M;Morin;Yannick;2014-03-22 20:00:01
213;Marie-Victorin;260;M;Lévesque;Carl;LEVESQUECARL;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
213;Marie-Victorin;371;F;Lovatt-Smith;Catherine;LOVATTSMITHCATHERINE;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
213;Marie-Victorin;896;M;Portron;Florent;PORTRONFLORENT;CPA;É.A.;Équipe autonomiste;N;M;Nadeau;Carol;2014-03-22 20:00:01
213;Marie-Victorin;598;M;Provencher;Guillaume;PROVENCHERGUILLAUME;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
213;Marie-Victorin;205;M;Tremblay;Jean-Guy;TREMBLAYJEANGUY;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Blais;Fernand;2014-03-22 20:00:01
213;Marie-Victorin;732;M;Villemaire;Fabien;VILLEMAIREFABIEN;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
407;Marquette;777;M;Bisaillon-Roy;Thierry;BISAILLONROYTHIERRY;CPA;P.N.;Parti nul;N;M;Jolin;Pier-Olivier;2014-03-22 20:00:01
407;Marquette;457;M;Crespi;Pierre Ennio;CRESPIPIERREENNIO;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
407;Marquette;375;F;Fortin;Élisabeth;FORTINELISABETH;CPA;P.Q.;Parti québécois;N;F;Bonneau;Johanne;2014-03-22 20:00:01
407;Marquette;227;M;Ouimet;François;OUIMETFRANCOIS;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Saumure;Réal;2014-03-22 20:00:01
407;Marquette;610;F;Paquette;Maude;PAQUETTEMAUDE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
407;Marquette;557;F;Raymond-Dufour;Marie-France;RAYMONDDUFOURMARIEFRANCE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
407;Marquette;740;M;Symon;John;SYMONJOHN;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
407;Marquette;677;M;Thériault;Marc;THERIAULTMARC;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
349;Maskinongé;818;M;Brien;Dany;BRIENDANY;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain ;2014-03-22 20:00:01
349;Maskinongé;350;F;Delmé;Linda;DELMELINDA;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
349;Maskinongé;364;M;Lahaie;Patrick;LAHAIEPATRICK;CPA;P.Q.;Parti québécois;N;M;Bournival;Marc;2014-03-22 20:00:01
349;Maskinongé;382;M;Plante;Marc H.;PLANTEMARCH;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Hamel;Robert Paul;2014-03-22 20:00:01
349;Maskinongé;621;M;Poisson;Martin;POISSONMARTIN;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
349;Maskinongé;853;F;Requilé;Laurence J.;REQUILELAURENCEJ;CPA;P.Éq.;Parti équitable;N;M;Robitaille;Dominique;2014-03-22 20:00:01
349;Maskinongé;905;M;Richmond;François-Xavier;RICHMONDFRANCOISXAVIER;CPA;M.P.Q.;Mon pays le Québec;N;F;Day;Louise;2014-03-22 20:00:01
349;Maskinongé;762;M;Thibodeau;Jimmy;THIBODEAUJIMMY;CPA;P.N.;Parti nul;N;M;Thibodeau;Marcel;2014-03-22 20:00:01
465;Masson;768;M;Bugeaud;Pierre-Alexandre;BUGEAUDPIERREALEXANDRE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
465;Masson;553;M;Féné;Wenet;FENEWENET;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Féné;Marcelin;2014-03-22 20:00:01
465;Masson;208;F;Gadoury Hamelin;Diane;GADOURYHAMELINDIANE;CPA;P.Q.;Parti québécois;O;F;Lehoux;Marthe;2014-03-22 20:00:01
465;Masson;631;M;Giroux;Éric;GIROUXERIC;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
465;Masson;234;M;Lemay;Mathieu;LEMAYMATHIEU;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
465;Masson;667;F;St-Pierre;Joëlle;SAINTPIERREJOELLE;CPA;Q.S.;Québec solidaire;N;M;Temblay;Alain;2014-03-22 20:00:01
711;Matane-Matapédia;93;M;Bérubé;Pascal;BERUBEPASCAL;CPA;P.Q.;Parti québécois;O;M;Gauthier;Yves;2014-03-22 20:00:01
711;Matane-Matapédia;302;M;Gobeil-Nadon;Yann;GOBEILNADONYANN;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
711;Matane-Matapédia;904;M;Gravel;Dave;GRAVELDAVE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Houde;Serge;2014-03-22 20:00:01
711;Matane-Matapédia;449;M;Tremblay;Gérald;TREMBLAYGERALD;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
711;Matane-Matapédia;782;F;Vadeboncoeur Harrison;Joëlle;VADEBONCOEURHARRISONJOELLE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
103;Mégantic;755;F;Beaudin;Évelyne;BEAUDINEVELYNE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
103;Mégantic;103;M;Bolduc;Ghislain;BOLDUCGHISLAIN;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;F;Lapointe;Renée;2014-03-22 20:00:01
103;Mégantic;279;M;Boulanger;Pierre-Luc;BOULANGERPIERRELUC;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
103;Mégantic;95;F;Hallé;Isabelle;HALLEISABELLE;CPA;P.Q.;Parti québécois;N;M;Garant;Roger;2014-03-22 20:00:01
103;Mégantic;473;M;Nadeau;Ludovick;NADEAULUDOVICK;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
383;Mercier;871;M;Clavet;Alain;CLAVETALAIN;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
383;Mercier;891;M;Deslandes;Hate's;DESLANDESHATES;CPA;B.P.;Bloc pot;N;M;Proulx;Frédéric;2014-03-22 20:00:01
383;Mercier;798;M;Hughes;Roger;HUGHESROGER;CIA;;;N;M;Scanzano;Vincent;2014-03-22 20:00:01
383;Mercier;176;M;Khadir;Amir;KHADIRAMIR;CPA;Q.S.;Québec solidaire;O;M;Tremblay;Alain;2014-03-22 20:00:01
383;Mercier;189;F;Legault;Sylvie;LEGAULTSYLVIE;CPA;P.Q.;Parti québécois;N;M;Yammine;Kamal;2014-03-22 20:00:01
383;Mercier;728;M;Sagala;Richard;SAGALARICHARD;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;K'Nadal;Oswald;2014-03-22 20:00:01
383;Mercier;783;M;Servant;Martin;SERVANTMARTIN;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
451;Mille-Îles;277;F;Benhabib;Djemila;BENHABIBDJEMILA;CPA;P.Q.;Parti québécois;N;M;Primeau;Éric;2014-03-22 20:00:01
451;Mille-Îles;86;F;Charbonneau;Francine;CHARBONNEAUFRANCINE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;F;Émond;Sylvie;2014-03-22 20:00:01
451;Mille-Îles;894;F;Jitaru;Bianca;JITARUBIANCA;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
451;Mille-Îles;236;M;Loranger;Sylvain;LORANGERSYLVAIN;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
451;Mille-Îles;544;M;Mirabella;David;MIRABELLADAVID;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
451;Mille-Îles;880;F;Paradis;Anik;PARADISANIK;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
451;Mille-Îles;838;M;Rieussec;Maël;RIEUSSECMAEL;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain ;2014-03-22 20:00:01
495;Mirabel;127;F;Beaudoin;Denise;BEAUDOINDENISE;CPA;P.Q.;Parti québécois;O;F;Parent;Claudette;2014-03-22 20:00:01
495;Mirabel;822;M;Boisvert;Ismaël;BOISVERTISMAEL;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Bossé;Gabriel;2014-03-22 20:00:01
495;Mirabel;241;F;D'Amours;Sylvie;DAMOURSSYLVIE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
495;Mirabel;837;F;Jaccoud;Mylène;JACCOUDMYLENE;CPA;Q.S.;Québec solidaire;N;M;tremblay;Alain;2014-03-22 20:00:01
495;Mirabel;936;M;Jean-Louis;Curtis;JEANLOUISCURTIS;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
495;Mirabel;829;M;Linskiy;Andre;LINSKIYANDRE;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
233;Montarville;489;M;Gendron;Jacques;GENDRONJACQUES;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Poulin;Vital;2014-03-22 20:00:01
233;Montarville;368;M;Ostiguy;Jean Marc;OSTIGUYJEANMARC;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
233;Montarville;668;M;Prévost;Simon;PREVOSTSIMON;CPA;P.Q.;Parti québécois;N;M;Brunet;Léo G.;2014-03-22 20:00:01
233;Montarville;810;F;Roy;Nathalie;ROYNATHALIE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;O;F;Savard;Nicole;2014-03-22 20:00:01
233;Montarville;602;M;van Duyse;Anthony;VANDUYSEANTHONY;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
673;Montmorency;339;M;Bernier;Raymond;BERNIERRAYMOND;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Thomassin;Philippe;2014-03-22 20:00:01
673;Montmorency;617;M;Bouchard;Jean;BOUCHARDJEAN;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
673;Montmorency;404;M;Duchesneau;Jean-Pierre;DUCHESNEAUJEANPIERRE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
673;Montmorency;105;M;Guimond;Michel;GUIMONDMICHEL;CPA;P.Q.;Parti québécois;N;M;Yves;Fortier;2014-03-22 20:00:01
673;Montmorency;719;F;Parent;Marielle;PARENTMARIELLE;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
673;Montmorency;94;M;Pouliot;Adrien;POULIOTADRIEN;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
673;Montmorency;126;F;St-Laurent;Michelyne C.;SAINTLAURENTMICHELYNEC;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;O;F;Savard;Nicole;2014-03-22 20:00:01
419;Mont-Royal;129;M;Arcand;Pierre;ARCANDPIERRE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Cerat;Gilbert;2014-03-22 20:00:01
419;Mont-Royal;575;F;Beauséjour;Audrey;BEAUSEJOURAUDREY;CPA;P.Q.;Parti québécois;N;M;Cormier;Martin-Guy;2014-03-22 20:00:01
419;Mont-Royal;139;F;Floch;Hélène;FLOCHHELENE;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
419;Mont-Royal;79;M;Giraud;Darryl L;GIRAUDDARRYLL;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
419;Mont-Royal;295;F;Johnston;Diane;JOHNSTONDIANE;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
419;Mont-Royal;257;F;Leboeuf;Jamilla;LEBOEUFJAMILLA;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
419;Mont-Royal;390;M;Semak;Roy;SEMAKROY;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
411;Nelligan;357;M;Bénard;Louis-David;BENARDLOUISDAVID;CPA;P.Q.;Parti québécois;N;M;Séguin;Pierre;2014-03-22 20:00:01
411;Nelligan;465;M;Bitton;Albert;BITTONALBERT;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
411;Nelligan;500;M;Bourassa;Charles;BOURASSACHARLES;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
411;Nelligan;652;M;Coiteux;Martin;COITEUXMARTIN;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Prégent;Urbain;2014-03-22 20:00:01
411;Nelligan;605;M;Landry;François;LANDRYFRANCOIS;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
411;Nelligan;776;M;Pinto;Trevor;PINTOTREVOR;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
329;Nicolet-Bécancour;898;M;Dion;Marc;DIONMARC;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
329;Nicolet-Bécancour;132;M;Dubois;Jean-René;DUBOISJEANRENE;CPA;P.Q.;Parti québécois;N;M;Guy;Lupien;2014-03-22 20:00:01
329;Nicolet-Bécancour;630;F;Lachapelle;Marjolaine;LACHAPELLEMARJOLAINE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
329;Nicolet-Bécancour;632;M;Laquerre;Guillaume;LAQUERREGUILLAUME;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
329;Nicolet-Bécancour;182;M;Martel;Donald;MARTELDONALD;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;O;F;Savard;Nicole;2014-03-22 20:00:01
329;Nicolet-Bécancour;633;M;Vallée;Denis;VALLEEDENIS;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Rousseau;Jean ;2014-03-22 20:00:01
401;Notre-Dame-de-Grâce;308;F;Desjardins;Annick;DESJARDINSANNICK;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
401;Notre-Dame-de-Grâce;304;F;Hoffman;Rachel;HOFFMANRACHEL;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
401;Notre-Dame-de-Grâce;555;M;Sidel;Noah;SIDELNOAH;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
401;Notre-Dame-de-Grâce;611;M;Sirard;Olivier;SIRARDOLIVIER;CPA;P.Q.;Parti québécois;N;M;Rodrigue-Witchel;Simon;2014-03-22 20:00:01
401;Notre-Dame-de-Grâce;303;M;Tyrrell;Alex;TYRRELLALEX;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
401;Notre-Dame-de-Grâce;370;F;Weil;Kathleen;WEILKATHLEEN;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Castonguay;Daniel;2014-03-22 20:00:01
123;Orford;507;M;Bourget;Marc-Alexandre;BOURGETMARCALEXANDRE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
123;Orford;181;M;Breton;Michel;BRETONMICHEL;CPA;P.Q.;Parti québécois;N;M;Chainey;Guy;2014-03-22 20:00:01
123;Orford;369;M;Reid;Pierre;REIDPIERRE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;St-Pierre;Serge;2014-03-22 20:00:01
123;Orford;764;M;Spick;Denis;SPICKDENIS;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
123;Orford;787;F;Tremblay;Patricia;TREMBLAYPATRICIA;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
421;Outremont;276;M;Brière;Théo;BRIERETHEO;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;F;McMurray;Ken;2014-03-22 20:00:01
421;Outremont;778;F;David;Hélène;DAVIDHELENE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Lefebre;Carl;2014-03-22 20:00:01
421;Outremont;270;F;Gendron;Roxanne;GENDRONROXANNE;CPA;P.Q.;Parti québécois;N;M;Druet;Nicolas;2014-03-22 20:00:01
421;Outremont;412;F;Laperle;Édith;LAPERLEEDITH;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
421;Outremont;673;M;Marcil;Mathieu;MARCILMATHIEU;CPA;P.N.;Parti nul;N;M;Raymond;Jean-Luc;2014-03-22 20:00:01
421;Outremont;481;F;McCann;Rebecca;MCCANNREBECCA;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
421;Outremont;720;M;Pouliot;Simon;POULIOTSIMON;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
421;Outremont;407;F;Vaillancourt;Galia;VAILLANCOURTGALIA;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
553;Papineau;902;M;Beauchamp;Jonathan;BEAUCHAMPJONATHAN;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
553;Papineau;707;F;Gagné;Christine;GAGNECHRISTINE;CPA;P.N.;Parti nul;N;F;Lalonde;Marie-Claude;2014-03-22 20:00:01
553;Papineau;309;M;Iraca;Alexandre;IRACAALEXANDRE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Pilon;Sylvain;2014-03-22 20:00:01
553;Papineau;505;M;Langelier;René;LANGELIERRENE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
553;Papineau;134;M;Primeau;Jean-Francois;PRIMEAUJEANFRANCOIS;CPA;P.Q.;Parti québécois;N;M;St-Louis;Mikael ;2014-03-22 20:00:01
553;Papineau;248;M;Sarazin;Marc;SARAZINMARC;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
369;Pointe-aux-Trembles;643;M;Binette;Mathieu;BINETTEMATHIEU;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
369;Pointe-aux-Trembles;749;M;Blais;Claude;BLAISCLAUDE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Blais;Michel;2014-03-22 20:00:01
369;Pointe-aux-Trembles;296;M;Chandonnet;Louis;CHANDONNETLOUIS;CPA;É.A.;Équipe autonomiste;N;M;Nadeau;Carol;2014-03-22 20:00:01
369;Pointe-aux-Trembles;823;M;Cox;David;COXDAVID;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurry;Ken;2014-03-22 20:00:01
369;Pointe-aux-Trembles;725;F;Goyette-Gingras;Camille;GOYETTEGINGRASCAMILLE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
369;Pointe-aux-Trembles;884;F;Larocque;Natacha;LAROCQUENATACHA;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
369;Pointe-aux-Trembles;249;F;Léger;Nicole;LEGERNICOLE;CPA;P.Q.;Parti québécois;O;F;Robichaud;Micheline;2014-03-22 20:00:01
369;Pointe-aux-Trembles;259;F;Royer;Geneviève;ROYERGENEVIEVE;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
563;Pontiac;272;M;Fortin;André;FORTINANDRE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Graham;Matthew;2014-03-22 20:00:01
563;Pontiac;460;M;Lang;Louis;LANGLOUIS;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
563;Pontiac;537;F;Levy;Charmain;LEVYCHARMAIN;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
